Key,Type,Desc,English,French,Italian,German,Spanish,Japanese,Korean,Polish,Russian,Chinese-Simplified [zh-CN],Portuguese-Brazil [pt-BR],Chinese-Traditional [zh-TW],Pirate English [en-PI],Serbian,Swedish,Romanian,$Context,$Status
PartModules/Procedural/Wings/TipLength,Text,,Tip Length,Longueur du saumon,Lunghezza punta,Spitzenlänge,Longitud de punta,先端の全長,팁 길이,Długość końcówki,Длина верхушки,翼尖长度,Largura da extremidade,尖長,Tip Length,Tip Length,Tip Length,Tip Length,,Localized
PartModules/Procedural/Wings/TipThickness,Text,,Tip Thickness,Épaisseur du saumon,Spessore punta,Spitzendicke,Grosor de punta,先端の厚さ,팁 두께,Grubość końcówki,Толщина верхушки,翼尖厚度,Espessura da extremidade,尖厚,Tip Thickness,Tip Thickness,Tip Thickness,Tip Thickness,,Localized
PartModules/RCS/Status/Deprived,Text,,{0} Deprived,Manquant : {0},{0} carente,{0} unterversorgt,Sin {0},{0} 使い切り,{0} 고갈됨,Niedobór {0},{0}: кончился,{0}已耗尽,{0} esgotado,{0} 被剝奪,{0} Deprived,{0} Deprived,{0} Deprived,{0} Deprived,,Localized
PartModules/ResourceConverter/Input,Text,,Input,Entrées,Input,Eingabe,Entrada,入力,입력,Surowiec,Управление,输入,Entrada,輸入,Input,Input,Input,Input,,Localized
PartModules/ResourceConverter/Output,Text,,Output,Sorties,Output,Leistung,Rendimiento,出力,출력,Produkt,Мощность,输出,Saída,輸出,Output,Output,Output,Output,,Localized
PartModules/ResourceScanner/StartScanning,Text,,Start Scanning,Commencer le scan,Inizia scansione,Scan starten,Comenzar escaneo,Start Scanning,스캔 시작,Zacznij Skanowanie,Начало Сканирования,开始扫描,Iniciar Escaneamento,Start Scanning,Start Scanning,Start Scanning,Start Scanning,Start Scanning,,Localized
PartModules/ResourceScanner/Status,Text,,Status,Statut,Status,Status,Estatus,Status,상태,Status,Статус,状态,Condição,Status,Status,Status,Status,Status,,Localized
PartModules/ResourceScanner/Name,Text,,Resource Scanner,Scanner de ressources,Rilevatore di risorse,Ressourcenscanner,Escáner de recursos,Resource Scanner,자원 스캐너,Skaner Surowcy,Сканер Ресурсов,资源扫描仪,Escâner de Recursos,Resource Scanner,Resource Scanner,Resource Scanner,Resource Scanner,Resource Scanner,,Localized
PartModules/Convertotron/Stop,Text,,Stop Converter,Arrêter le convertisseur,Ferma convertitore,Convert-O-Tron anhalten,Parar Convert-O-Tron,Stop Converter,컨버트-오-트론 정지,Zatrzymaj Convert-O-Tron,Стоп Конверт-О-Трона,停止转化器,Stop Converter,Stop Converter,Stop Converter,Stop Converter,Stop Converter,Stop Converter,,Localized
PartModules/Convertotron/Enabled,Text,,Converter Enabled,Convertisseur activé,Convertitore abilitato,Convert-O-Tron aktiviert,Convert-O-Tron activado,Converter Enabled,컨버트-오-트론 활성화 됨,Convert-O-Tron Aktywowany,Конверт-О-Трон запущен,启用转化器,Converter Enabled,Converter Enabled,Converter Enabled,Converter Enabled,Converter Enabled,Converter Enabled,,Localized
PartModules/ResourceScanner/Tooltip/AltitudeRange,Text,,Altitude Range,Plage d'altitude,Range altitudine,Höhenbereich,Intervalo de altitud,Altitude Range,고도 범위,Zakres Wysokości,Диапазон высот,高度范围,Altitude Range,Altitude Range,Altitude Range,Altitude Range,Altitude Range,Altitude Range,,Localized
PartModules/Convertotron/Start,Text,,Start Converter,Démarrer le convertisseur,Avvia convertitore,Convert-O-Tron starten,Iniciar Convert-O-Tron,Start Converter,컨버트-오-트론 가동,Uruchom Convert-O-Tron,Запуск Конверт-О-Трона,启动转化器,Start Converter,Start Converter,Start Converter,Start Converter,Start Converter,Start Converter,,Localized
PartModules/Convertotron/Toggle,Text,,Toggle Converter,Activer/Désactiver le convertisseur,Abilita convertitore,Convert-O-Tron umschalten,Alternar Convert-O-Tron,Toggle Converter,컨버트-오-트론 토글,Przełącz Convert-O-Tron,Переключить Конверт-О-Трон,切换转化器,Toggle Converter,Toggle Converter,Toggle Converter,Toggle Converter,Toggle Converter,Toggle Converter,,Localized
PartModules/CampaignFlag/UseCurrent,Text,,Use Campaign Flag,Utiliser le drapeau de la campagne,Utilizza bandiera campagna,Kampagnenflagge verwenden,Usar bandera de campaña,Use Campaign Flag,캠페인 깃발 사용하기,Użyj flagi kampanii,Использовать флаг кампании,使用当前战役旗帜,Use Campaign Flag,Use Campaign Flag,Use Campaign Flag,Use Campaign Flag,Use Campaign Flag,Use Campaign Flag,,Localized
PartModules/Sticker/ChooseColorTitle,Text,,CHOOSE STICKER COLOR,CHOISIR LA COULEUR DE L'AUTOCOLLANT,SCEGLI COLORE ADESIVO,STICKER FARBE AUSWÄHLEN,ESCOGER COLOR DE LA PEGATINA,CHOOSE STICKER COLOR,스티커 색상을 선택하세요,WYBIERZ KOLOR NAKLEJKI,ВЫБРАТЬ ЦВЕТ НАКЛЕЙКИ,选择贴花颜色,CHOOSE STICKER COLOR,CHOOSE STICKER COLOR,CHOOSE STICKER COLOR,CHOOSE STICKER COLOR,CHOOSE STICKER COLOR,CHOOSE STICKER COLOR,,Localized
PartModules/Sticker/Name,Text,,Sticker,Autocollant,Adesivi,Sticker,Pegatina,Sticker,스티커,Naklejka,Наклейка,贴花,Sticker,Sticker,Sticker,Sticker,Sticker,Sticker,,Localized
PartModules/Sticker/Selected,Text,,Selected Sticker,Autocollant sélectionné,Adesivo selezionato,Ausgewählter Sticker,Pegatina seleccionada,Selected Sticker,선택된 스티커,Wybrana naklejka,Выбранная наклейка,已选贴花,Selected Sticker,Selected Sticker,Selected Sticker,Selected Sticker,Selected Sticker,Selected Sticker,,Localized
PartModules/Sticker/UseSelectedColor,Text,,Use Selected Color,Utiliser cette couleur,Utilizza colore selezionato,Ausgewählte Farbe verwenden,Usar color seleccionado,Use Selected Color,선택된 색상 사용,Użyj wybranego koloru,Использовать выбранный цвет,使用已选颜色,Use Selected Color,Use Selected Color,Use Selected Color,Use Selected Color,Use Selected Color,Use Selected Color,,Localized
PartModules/Sticker/UseCurrent,Text,,Use Campaign Flag,Utiliser le drapeau de la campagne,Utilizza bandiera campagna,Kampagnenflagge verwenden,Usar bandera de campaña,Use Campaign Flag,캠페인 깃발 사용하기,Użyj flagi kampanii,Использовать флаг кампании,使用当前战役旗帜,Use Campaign Flag,Use Campaign Flag,Use Campaign Flag,Use Campaign Flag,Use Campaign Flag,Use Campaign Flag,,Localized
PartModules/Camera/Roll,Text,,Camera Roll,Angle de prise de vue,Inclinazione telecamera,Kamerarollen,Alabeo de cámara,Camera Roll,카메라 롤,Przechylenie kamery,Вращение камеры,相机滚转,Camera Roll,Camera Roll,Camera Roll,Camera Roll,Camera Roll,Camera Roll,,Localized
PartModules/Camera/Enabled,Text,,Camera Enabled,Caméra activée,Telecamera Attivata,Kamera aktiviert,Cámara activada,Camera Enabled,카메라 활성화,Kamera włączona,Камера включена,启用相机,Camera Enabled,Camera Enabled,Camera Enabled,Camera Enabled,Camera Enabled,Camera Enabled,,Localized
PartModules/BodyFlap/MinimumAngle,Text,,Minimum Angle,Angle minimal,Angolo Minimo,Minimalwinkel,Ángulo mínimo,Minimum Angle,최소 각도,Minimalny kąt,Минимальный угол,最小角度,Minimum Angle,Minimum Angle,Minimum Angle,Minimum Angle,Minimum Angle,Minimum Angle,,Localized
PartModules/BodyFlap/MaximumAngle,Text,,Maximum Angle,Angle maximal,Angolo Massimo,Maximalwinkel,Ángulo máximo,Maximum Angle,최대 각도,Maksymalny kąt,Максимальный угол,最大角度,Maximum Angle,Maximum Angle,Maximum Angle,Maximum Angle,Maximum Angle,Maximum Angle,,Localized
PartModules/Sticker/PaintTouchedParts,Text,,Paint Touched Parts,Pièces peintes,Parti Ritoccate,Nahe Teile bemalen,Paint Touched Parts,Paint Touched Parts,닿는 부품 도색하기,Maluj przyległe części,"Детали, подвергшиеся покраске",贴在所有触碰部件上,Paint Touched Parts,Paint Touched Parts,Paint Touched Parts,Paint Touched Parts,Paint Touched Parts,Paint Touched Parts,,Localized
PartModules/Mine/PowerDraw,Text,,Power Draw,Consommation,Assorbimento energetico,Power Draw,Power Draw,Power Draw,전력 소모,Power Draw,Потребление,电力功耗,Power Draw,Power Draw,Power Draw,Power Draw,Power Draw,Power Draw,,Localized
PartModules/Drag/ExposedArea,Text,,Exposed Area,Surface exposée,Area esposta,Exposed Area,Exposed Area,Exposed Area,노출 면적,Exposed Area,Exposed Area,暴露面积,Exposed Area,Exposed Area,Exposed Area,Exposed Area,Exposed Area,Exposed Area,,Localized
PartModules/Drag/TotalArea,Text,,Total Area,Surface totale,Area totale,Total Area,Total Area,Total Area,전체 면적,Total Area,Total Area,总面积,Total Area,Total Area,Total Area,Total Area,Total Area,Total Area,,Localized
