Key,Type,Desc,English,French,Italian,German,Spanish,Japanese,Korean,Polish,Russian,Chinese-Simplified [zh-CN],Portuguese-Brazil [pt-BR],Chinese-Traditional [zh-TW],Pirate English [en-PI],Serbian,Swedish,Romanian,$Context,$Status
Science/Experiments/EnvironmentSurvey/Sample/Flavor/Kerbol_HighOrbit,Text,,"Our collectors combed charged particles from Kerbolar winds out here. Trace helium-3 in the sample, present in the outer layers of Kerbol, unchanged since the system formed. Rare stuff.","Nos collecteurs ont capté ici des particules chargées issues des vents kerbolaires. L'échantillon contient des traces d'hélium 3, présent dans les couches externes de Kerbol et resté inchangé depuis la formation du système. Une denrée rare.","I nostri raccoglitori hanno setacciato le particelle cariche portate dal vento kerbolare fin lassù. Nel campione ci sono tracce di elio-3 provenienti dagli strati più esterni di Kerbol, rimaste inalterate fin dalla formazione del sistema. Roba rara da queste parti.",Das Labor untersucht mehrere Sonneneruptionen. Explosiv!,"Nuestros recolectores analizaron partículas cargadas de los vientos Kerbolares aquí. Trazas de helio-3 en la muestra, presentes en las capas externas de Kerbol, sin cambios desde que el sistema se formó. Raro",研究室では太陽フレアを調査しています。きらっきらだね！,연구실에서 여러 개의 태양 플레어를 조사하고 있습니다. 눈부셔요!,Laboratorium bada kilka rozbłysków słonecznych. Ale się błyszczą!,"Наши коллекторы уловили заряженные частицы из кербольского ветра прямо здесь. В образце следы гелия-3, который присутствует во внешних слоях Кербола и не изменился с момента формирования системы. Редкая штука.",我们的收集器在这里从Kerbol太阳风中采集带电粒子。样本中含有微量的氦-3，这些氦-3存在于Kerbol的外层，自星系形成以来从未改变。真是稀罕之物。,"Nossos coletores detectaram partículas carregadas dos ventos kerbolares por aqui. Vestígios de hélio-3 na amostra, presentes nas camadas externas de Kerbol, inalterados desde a formação do sistema. Coisa rara.",實驗室正在研究幾個太陽耀斑。真是耀眼！,"Our collectors combed charged particles from Kerbolar winds out here. Trace helium-3 in the sample, present in the outer layers of Kerbol, unchanged since the system formed. Rare stuff.","Our collectors combed charged particles from Kerbolar winds out here. Trace helium-3 in the sample, present in the outer layers of Kerbol, unchanged since the system formed. Rare stuff.","Our collectors combed charged particles from Kerbolar winds out here. Trace helium-3 in the sample, present in the outer layers of Kerbol, unchanged since the system formed. Rare stuff.","Our collectors combed charged particles from Kerbolar winds out here. Trace helium-3 in the sample, present in the outer layers of Kerbol, unchanged since the system formed. Rare stuff.",,Localized
Science/Experiments/EnvironmentSurvey/Sample/Flavor/Kerbol_LowOrbit,Text,,"Ultra hot Kerbolar wind sample successfully collected! Sample container, sample tray, and half the sample bay: not so successful.","Échantillon de vent kerbolaire ultra-chaud collecté avec succès ! En revanche, pour le conteneur d'échantillon, le plateau de prélèvement et la moitié de la baie de prélèvement : succès mitigé.","Campione di vento kerbolare incandescente prelevato con successo! Il contenitore del campione, il supporto e metà della baia campioni: non proprio un successo.",Unsere wissenschaftlichen Instrumente schmelzen.,"¡Muestra de viento Kerbolar ultra caliente recolectada con éxito! Contenedor de muestra, bandeja de muestra y la mitad del compartimento de muestra: no tan exitoso.",科学機器が溶けています。,우리 과학 도구들이 녹아내리고 있습니다.,Nasze przyrządy naukowe się topią.,"Образец сверхгорячего кербольского ветра успешно собран! Контейнер для образцов, лоток и половина отсека для образцов: не очень.",采集超高温Kerbol太阳风样本的任务成功了！考虑到样本容器、样本托盘还有半个采样仓正在融化……基本成功。,"Amostra de vento kerbolar extremamente quente coletada com sucesso! O recipiente da amostra, a bandeja de amostra e metade do compartimento de amostras: nem tanto sucesso assim.",我們的科學儀器正在熔化。,"Ultra hot Kerbolar wind sample successfully collected! Sample container, sample tray, and half the sample bay: not so successful.","Ultra hot Kerbolar wind sample successfully collected! Sample container, sample tray, and half the sample bay: not so successful.","Ultra hot Kerbolar wind sample successfully collected! Sample container, sample tray, and half the sample bay: not so successful.","Ultra hot Kerbolar wind sample successfully collected! Sample container, sample tray, and half the sample bay: not so successful.",,Localized
Science/Experiments/SurfaceSurvey/Data/Flavor/Duna_Landed_DunaMonument,Text,,"While this monument looks like a tree, it is the same volcanic basalt found on much of Duna.","Ce monument ressemble à un arbre, mais c'est le même basalte volcanique qu'on retrouve un peu partout sur Duna.","Nonostante somigli a un albero, questo monumento è composto dello stesso basalto presente su buona parte di Duna.","Obwohl dieses Monument einem Baum ähnelt, besteht es aus demselben vulkanischen Basalt, den man überall sonst auf Duna finden kann.","A pesar de que el monumento parezca un árbol, está compuesto del mismo basalto volcánico que hay por todo Duna.",このモニュメントは木のように見えますが、ドゥナの大部分で見つかっているのと同じ玄武岩です。,이 유적은 나무처럼 보이지만 듀나 어디에서든 볼 수 있는 것과 동일한 현무암입니다.,"Choć ten monument przypomina wyglądem drzewo, jest zbudowany z bazaltu pochodzenia wulkanicznego, jaki można często znaleźć na Dunie.","Этот монумент напоминает дерево, но состоит из того же вулканического базальта, что и вся остальная Дюна.",别看这座纪念碑看起来像树，但就是在Duna上随处可见的火山玄武岩。,"Embora este monumento se pareça com uma árvore, é do mesmo basalto vulcânico encontrado em grande parte de Duna.",雖然這個紀念碑看起來像一棵樹，但成分和杜納星大部分地區發現的火山玄武岩一樣。,"While this monument looks like a tree, it is the same volcanic basalt found on much of Duna.","While this monument looks like a tree, it is the same volcanic basalt found on much of Duna.","While this monument looks like a tree, it is the same volcanic basalt found on much of Duna.","While this monument looks like a tree, it is the same volcanic basalt found on much of Duna.",,Localized
Science/Regions/PolMidlands,Text,,Midlands,Terres intérieures,Regioni Centrali,Binnenland,Tierras Medias,Midlands,중간지대,Równiny,Среднегорье,内陆,Terras médias,Midlands,Midlands,Midlands,Midlands,Midlands,,Localized
Science/ResearchReports/Notifications/TakenReportsStored,Text,,All Research Reports have been stored.,Tous les rapports de recherche ont été stockés.,Tutti i report di ricerca sono stati stoccati,Alle Forschungsberichte wurden gespeichert.,Todos los reportes de investigación han sido almacenados.,All Research Reports have been stored.,모든 연구 보고서가 보관되었습니다.,Wszystkie raporty badawcze zostały zachowane.,Все отчёты исследований сохранены.,已储存所有研究报告。,Todos os relatórios de pesquisa foram armazenados.,All Research Reports have been stored.,All Research Reports have been stored.,All Research Reports have been stored.,All Research Reports have been stored.,All Research Reports have been stored.,,Localized
Science/Experiments/CrewObservation/Data/Flavor/Pol_Landed_PolMidlands,Text,,The midlands share Pol's distinctive golden-orange hue. It has become the crew's favorite viewport observation. It now ranks second in photography submissions back to Kerbin—just after crew meals.,Les Terres Intérieures arborent la même teinte orange-dorée caractéristique de Pol. C'est devenu l'observation préférée de l'équipage depuis le hublot. Elle se classe désormais au deuxième rang des photos envoyées vers Kerbin — juste après les repas de l'équipage.,Le regioni centrali condividono la caratteristica tonalità arancio-dorata di Pol. Passare il tempo a guardarle dall'oblò è ormai l'attività preferita dell'equipaggio. Al momento si piazza al secondo posto per numero di fotografie trasmesse verso Kerbin… subito dopo i pasti dell'equipaggio.,Das Binnenland weist den selben gold-orangenen Farbton auf wie der Rest von Pol. Es ist der Lieblingsanblick der Crew geworden und liegt an den zurückgeschickten Fotos auf Kerbin im zweiten Platz - direkt hinter den Mahlzeiten der Besatzung.,"Las tierras medias comparten el distintivo tono naranja dorado de Pol. Se han convertido en el punto de observación favorita de la tripulación a través de la ventanilla. Ahora ocupan el segundo lugar en envío de fotografías a Kerbin, justo después de las comidas de la tripulación.",The midlands share Pol's distinctive golden-orange hue. It has become the crew's favorite viewport observation. It now ranks second in photography submissions back to Kerbin—just after crew meals.,중간 지대에서는 폴의 독특한 황금빛 주황색을 찾아볼 수 있습니다. 승무원들이 가장 좋아하는 뷰포트 전망대가 되었죠. 이 사진은 공모전에서 2위를 했습니다. 물론 승무원 기내식 사진이 1위를 했지만요.,Środkowa część planety ma ten sam charakterystyczny złoto-pomarańczowy odcień co Pol. Stało się to ulubionym motywem obserwacji za oknami kabiny. Obecnie zajmuje drugie miejsce wśród zdjęć przesyłanych na Kerbin – zaraz po zdjęciach posiłków załogi.,Среднегорье разделяет с Полом его фирменный золотисто‑оранжевый колорит. Для экипажа это лучший вид из иллюминатора. По числу фотографий для отправки на Кербин наблюдение за местностью уже на втором месте — сразу после съёмок еды.,中部地区呈现出Pol所特有的金橙色调，它已成为船员们最喜爱的观测窗景象。在传回Kerbin的摄影作品投稿中，它目前排名第二——仅次于船员餐食。,"As terras médias compartilham o tom dourado-alaranjado característico de Pol. Tornou-se a vista favorita da tripulação. Agora ocupa o segundo lugar em envios de fotografias de volta a Kerbin, logo depois das refeições da tripulação.",The midlands share Pol's distinctive golden-orange hue. It has become the crew's favorite viewport observation. It now ranks second in photography submissions back to Kerbin—just after crew meals.,The midlands share Pol's distinctive golden-orange hue. It has become the crew's favorite viewport observation. It now ranks second in photography submissions back to Kerbin—just after crew meals.,The midlands share Pol's distinctive golden-orange hue. It has become the crew's favorite viewport observation. It now ranks second in photography submissions back to Kerbin—just after crew meals.,The midlands share Pol's distinctive golden-orange hue. It has become the crew's favorite viewport observation. It now ranks second in photography submissions back to Kerbin—just after crew meals.,The midlands share Pol's distinctive golden-orange hue. It has become the crew's favorite viewport observation. It now ranks second in photography submissions back to Kerbin—just after crew meals.,,Localized
Science/Experiments/EnvironmentSurvey/Data/Flavor/Pol_Landed_PolMidlands,Text,,"Varied topography creates interesting navigation challenges. We're also running out of adjectives for ""bad landing zone.""","La topographie variée crée des défis de navigation intéressants. Nous arrivons d'ailleurs à court d'adjectifs pour ""mauvaise zone d'atterrissage"".",La topografia variabile crea delle interessanti sfide per la navigazione. Stiamo anche finendo gli aggettivi per “cattiva zona di atterraggio”,Die vielseitige Topografie macht für interessante navigatorische Herausforderungen. Uns gehen außerdem die Adjektive für „schlechte Landezone“ aus.,"La topografía variada crea interesantes retos de navegación. También nos estamos quedando sin adjetivos para ""Mala zona de aterrizaje.""","Varied topography creates interesting navigation challenges. We're also running out of adjectives for ""bad landing zone.""",다채로운 지형 덕분에 착륙 유도가 아주 흥미진진해졌습니다. 이제 '최악의 착륙 지점'을 표현할 만한 단어도 바닥이 나 버렸습니다.,"Zróżnicowana topografia tworzy interesujące wyzwanie nawigacyjne. Także kończą nam się przymiotniki określające ""Złe miejsce do lądowania.""",Разнообразный рельеф даёт любопытную навигационную задачку. А также у нас кончаются эпитеты для «плохой посадочной зоны».,多变的地形带来了有趣的导航挑战，我们也快要用尽形容“糟糕着陆区”的词了。,"A topografia variada cria desafios de navegação interessantes. Também estamos ficando sem adjetivos para descrever uma ""zona de pouso ruim"".","Varied topography creates interesting navigation challenges. We're also running out of adjectives for ""bad landing zone.""","Varied topography creates interesting navigation challenges. We're also running out of adjectives for ""bad landing zone.""","Varied topography creates interesting navigation challenges. We're also running out of adjectives for ""bad landing zone.""","Varied topography creates interesting navigation challenges. We're also running out of adjectives for ""bad landing zone.""","Varied topography creates interesting navigation challenges. We're also running out of adjectives for ""bad landing zone.""",,Localized
Science/Experiments/RadiationObservation/Data/Flavor/Pol_Landed_PolMidlands,Text,,Slightly less radioactive than expected. Still wouldn't recommend it for a picnic.,Un peu moins radioactif que prévu. Je ne le recommanderais tout de même pas pour un pique-nique.,Leggermente meno radiattivo di quanto ci si aspettasse. Ma non lo raccomanderei comunque per un picnic.,Bisschen weniger radioaktiv als erwartet. Trotzdem nicht zu empfehlen für ein Picknick.,"Ligeramente menos radioactivo de lo esperado. Aún así, no lo recomendaría para un picnic.",Slightly less radioactive than expected. Still wouldn't recommend it for a picnic.,예상보다 방사능이 약간 적습니다. 그래도 나들이에는 추천하지 않습니다.,"Nieco mniej radioaktywne, niż się spodziewano. I tak nie polecałbym tego miejsca na piknik.","Радиации чуть меньше, чем ожидалось. Но для пикника всё равно не годится.",辐射强度略低于预期水平。但仍不建议在这儿野餐。,"Um pouco menos radioativo do que o esperado. Ainda assim, não recomendaria para um piquenique.",Slightly less radioactive than expected. Still wouldn't recommend it for a picnic.,Slightly less radioactive than expected. Still wouldn't recommend it for a picnic.,Slightly less radioactive than expected. Still wouldn't recommend it for a picnic.,Slightly less radioactive than expected. Still wouldn't recommend it for a picnic.,Slightly less radioactive than expected. Still wouldn't recommend it for a picnic.,,Localized
Science/Experiments/EnvironmentSurvey/Sample/Flavor/Pol_Landed_PolMidlands,Text,,Spire-shaped rock formations suggest selective crystallization under Pol's unique gravitational field. The vertical growth pattern is mechanically impossible on larger worlds.,Les formations rocheuses en forme de flèches suggèrent une cristallisation sélective de par le champ gravitationnel unique de Pol. Ce mode de croissance verticale serait mécaniquement impossible sur des mondes plus massifs.,Delle formazioni rocciose spiraliformi suggeriscono una cristallizzazione selettiva sotto il peculiare campo gravitazionale di Pol. Il motivo di crescita verticale sarebbe meccanicamente impossibile su mondi più grandi.,Spitzförmige Felsformationen weisen auf eine selektive Kristallisation unter dem einzigartigen Gravitationsfeld von Pol hin. Vertikales Wachstum ist auf größeren Planeten mechanisch unmöglich.,Las formaciones rocosas en forma de aguja sugieren una cristalización selectiva bajo el campo gravitatorio único de Pol. Este patrón de crecimiento vertical es mecánicamente imposible en mundos más grandes.,Spire-shaped rock formations suggest selective crystallization under Pol's unique gravitational field. The vertical growth pattern is mechanically impossible on larger worlds.,뾰족한 탑 형태의 암석 형성 과정은 폴의 특이한 중력장 속에서 광물들이 선택적으로 결정화되었음을 보여줍니다. 이러한 수직 성장 패턴은 중력이 더 큰 천체에서는 역학적으로 일어날 수 없는 구조입니다.,Formacje skalne w kształcie iglic wskazują na selektywną krystalizację w wyjątkowym polu grawitacyjnym Pola. Taki pionowy wzór wzrostu jest mechanicznie niemożliwy na większych światach.,Скально‑шиповые выходы намекают на избирательную кристаллизацию в гравитационном поле Пола. Такой почти вертикальный тип роста на крупных телах просто из разряда фантастики.,尖塔状的岩石结构暗示它在Pol的独特引力场下发生了选择性结晶现象。这种垂直生长的方式从力学上说不可能在较大的天体上出现。,Formações rochosas em forma de torres afiadas sugerem cristalização seletiva sob o campo gravitacional único de Pol. O padrão de crescimento vertical é mecanicamente impossível em mundos maiores.,Spire-shaped rock formations suggest selective crystallization under Pol's unique gravitational field. The vertical growth pattern is mechanically impossible on larger worlds.,Spire-shaped rock formations suggest selective crystallization under Pol's unique gravitational field. The vertical growth pattern is mechanically impossible on larger worlds.,Spire-shaped rock formations suggest selective crystallization under Pol's unique gravitational field. The vertical growth pattern is mechanically impossible on larger worlds.,Spire-shaped rock formations suggest selective crystallization under Pol's unique gravitational field. The vertical growth pattern is mechanically impossible on larger worlds.,Spire-shaped rock formations suggest selective crystallization under Pol's unique gravitational field. The vertical growth pattern is mechanically impossible on larger worlds.,,Localized
Science/Experiments/OrbitalSurvey/Sample/Flavor/Pol_LowOrbit_PolMidlands,Text,,Analysis confirms Pol's tidally-locked composition creates stark chemical gradients. The Jool-facing hemisphere shows distinct mineral stratification compared to the far side.,"Les analyses confirment que la composition de Pol, qui est en rotation synchrone autour de Jool, crée des gradients chimiques marqués. L'hémisphère faisant face à Jool présente une stratification minérale distincte par rapport à la face cachée.",Le analisi confermano che la composizione di rotazione sincrona di Pol genera agenti chimic aggressivi. L’emisfero che guarda verso Jool mostra una stratificazione minerale distinta rispetto al lato opposto.,"Analysen bestätigen, das Pol's gebundene Rotationskomposition große chemische Gradienten erschafft. Die nach Jool gerichtete Hemisphäre zeigt unterschiedliche minerale Stratifikation wenn mit der Jool-fernen Seite verglichen.",El análisis confirma que la rotación sincrónica de Pol genera marcados gradientes químicos. El hemisferio que apunta a Jool muestra diferente estratificación mineral comparado con la cara oculta.,Analysis confirms Pol's tidally-locked composition creates stark chemical gradients. The Jool-facing hemisphere shows distinct mineral stratification compared to the far side.,"분석 결과, 조석 고정된 폴의 구조가 양반구 사이에 현격한 화학적 격차를 만들어내는 것으로 확인되었습니다. 줄 행성을 바라보는 반구는 반대편 반구에 비해 뚜렷한 광물 계층화 현상을 보입니다.","Analiza potwierdza, że układ grawitacyjny Pola powoduje powstanie wyraźnych gradientów chemicznych. Półkula zwrócona w stronę Joola wykazuje wyraźną stratyfikację mineralną w porównaniu z drugą stroną.","Анализ подтверждает: при синхронном вращении состав резко меняется по профилю. На стороне, повёрнутой к Джулу, видны отчётливые минеральные слои и совершенно не такие, как на противоположной.",分析结果表明，Pol的潮汐锁定导致了显著的化学梯度。朝向Jool的半球与另一侧半球相比，矿物分层特征截然不同。,Análises confirmam que o acoplamento gravitacional entre Pol e Jool geram gradientes químicos acentuados. O hemisfério voltado para Jool apresenta uma estratificação mineral distinta em relação ao hemisfério oposto.,Analysis confirms Pol's tidally-locked composition creates stark chemical gradients. The Jool-facing hemisphere shows distinct mineral stratification compared to the far side.,Analysis confirms Pol's tidally-locked composition creates stark chemical gradients. The Jool-facing hemisphere shows distinct mineral stratification compared to the far side.,Analysis confirms Pol's tidally-locked composition creates stark chemical gradients. The Jool-facing hemisphere shows distinct mineral stratification compared to the far side.,Analysis confirms Pol's tidally-locked composition creates stark chemical gradients. The Jool-facing hemisphere shows distinct mineral stratification compared to the far side.,Analysis confirms Pol's tidally-locked composition creates stark chemical gradients. The Jool-facing hemisphere shows distinct mineral stratification compared to the far side.,,Localized
Science/Experiments/SurfaceSurvey/Data/Flavor/Pol_Landed_PolMidlands,Text,,Phosphoric compounds remain stable in vacuum and cryogenic conditions. The preservation quality suggests Pol may be ideal for long-term volatile resource storage missions.,Les composés phosphorés restent stables sous vide et dans des conditions cryogéniques. La qualité de conservation suggère que Pol pourrait être idéale pour des missions de stockage de ressources volatiles à long terme.,I composti fosforici rimangono stabili nel vuoto e in condizioni criogeniche. La qualità di preservazione suggerisce che Pol possa essere ideale per missioni di stoccaggio di risorse volatili a lungo termine.,"Phosphorhaltige Verbindungen bleiben im Vakuum und kryogenen Konditionen stabil. Diese Erhaltungsqualität weist darauf hin, dass Pol vielleicht ideal für die Ressourcenlagerung von instabilen Stoffen für Langzeitmissionen ist.",Los compuestos fosfóricos permanecen estables en el vacío y bajo condiciones criogénicas. La calidad de su preservación sugiere que Pol podría ser ideal para misiones de almacenamiento de recursos volátiles a largo plazo.,Phosphoric compounds remain stable in vacuum and cryogenic conditions. The preservation quality suggests Pol may be ideal for long-term volatile resource storage missions.,"분석 결과, 인화합물이 진공과 극저온 환경 속에서도 안정성을 유지하는 것으로 나타났습니다. 이 정도로 보존 능력이 훌륭하다면, 향후 폴을 휘발성 자원의 장기 보관 기지로 활용하는 임무도 충분히 가능해 보입니다.","Związki fosforu zachowują stabilność w próżni i w warunkach kriogenicznych. Ich trwałość sugeruje, że Pol może być idealnym miejscem do realizacji misji związanych z długoterminowym przechowywaniem zasobów lotnych.",Фосфорные соединения в вакууме и экстремальном холоде держатся стабильно. По качеству консервации Пол выглядит кандидатом под долговременное складирование летучего сырья.,磷化合物在真空和低温条件下性质稳定。这种保存特性表明，Pol可能是执行长期挥发性资源储存任务的理想地点。,Compostos fosfóricos permanecem estáveis sob condições de vácuo e criogenia. A qualidade da preservação sugere que o Pol pode ser ideal para missões de armazenamento de longo prazo de recursos voláteis.,Phosphoric compounds remain stable in vacuum and cryogenic conditions. The preservation quality suggests Pol may be ideal for long-term volatile resource storage missions.,Phosphoric compounds remain stable in vacuum and cryogenic conditions. The preservation quality suggests Pol may be ideal for long-term volatile resource storage missions.,Phosphoric compounds remain stable in vacuum and cryogenic conditions. The preservation quality suggests Pol may be ideal for long-term volatile resource storage missions.,Phosphoric compounds remain stable in vacuum and cryogenic conditions. The preservation quality suggests Pol may be ideal for long-term volatile resource storage missions.,Phosphoric compounds remain stable in vacuum and cryogenic conditions. The preservation quality suggests Pol may be ideal for long-term volatile resource storage missions.,,Localized
Science/Experiments/OrbitalSurvey/Data/Flavor/Pol_LowOrbit_PolMidlands,Text,,Dramatic geological layering reveals Pol's complex formation history. Geologically fascinating!,Une stratification géologique spectaculaire révèle l'histoire complexe de la formation de Pol. Géologiquement fascinant !,La stratificazione geologica rivela la complessa storia di formazione di Pol. Geologicamente affascinante!,Dramatische geologisches Aufeinanderlagern weist auf Pols komplexe Formationsgeschichte. Geologisch faszinierend!,La espectacular estratificación geológica revela la compleja historia de formación de Pol. ¡Geológicamente fascinante!,Dramatic geological layering reveals Pol's complex formation history. Geologically fascinating!,극단적인 지층 구조는 폴의 복잡한 형성 과정의 역사를 고스란히 드러내 줍니다. 지질학계의 보물이 따로 없네요!,Spektakularne uwarstwienia geologiczne ukazują złożoną historię powstawania góry Pol. To prawdziwa geologiczna fascynacja!,Заметное геологическое слоистость выдаёт богатую историю формирования Пола — глядеть есть на что!,戏剧般的地质分层展示了Pol复杂的形成历史，这在地质学上令人非常着迷！,Camadas geológicas impressionantes revelam a complexa história de formação de Pol. Geologicamente fascinante!,Dramatic geological layering reveals Pol's complex formation history. Geologically fascinating!,Dramatic geological layering reveals Pol's complex formation history. Geologically fascinating!,Dramatic geological layering reveals Pol's complex formation history. Geologically fascinating!,Dramatic geological layering reveals Pol's complex formation history. Geologically fascinating!,Dramatic geological layering reveals Pol's complex formation history. Geologically fascinating!,,Localized
