Key,Type,Desc,English,French,Italian,German,Spanish,Japanese,Korean,Polish,Russian,Chinese-Simplified [zh-CN],Portuguese-Brazil [pt-BR],Chinese-Traditional [zh-TW],Pirate English [en-PI],Serbian,Swedish,Romanian,$Context,$Status
Parts/Description/light_0v_strip,Text,,The Two-Dimensional Photonic Generation System is a fascinating variation of Rokea’s Photonic technology and can be used in a variety of useful ways. They also make gorgeous decorations for lighting up any craft.,"Le système de génération photonique à deux dimensions est une variante fantastique de la technologie photonique de Rokea, dont les possibilités sont infinies ! Ce sont également de très jolies décorations pour éclairer n'importe quel type de vaisseau.",Il Sistema di proiezione fotonica bidimensionale è un'affascinante variante della tecnologia fotonica di Rokea e può essere utilizzato in moltissimi modi utili. Rappresenta anche uno splendido elemento decorativo per illuminare qualsiasi veicolo.,Der 2D-Photonengenerator ist eine faszinierende Variante von Rokeas Photonentechnologie und lässt sich auf vielfältige Weise einsetzen. Es eignet sich außerdem hervorragend als dekorative Beleuchtung für Fahrzeuge.,El sistema de generación fotónica bidimensional es una fascinante variante de la tecnología fotónica de Rokea que puede usarse de diversas maneras útiles. También va genial para decorar de forma luminosa la nave.,二次元フォトニック生成システムは、ロケアのフォトニック技術の魅力的なバリエーションで、いろいろと便利な方法で使用することができます。また、どんな機体でもゴージャスにライトアップすることができます。,2차원 광자 생성 시스템은 로키아의 광자 기술을 매력적으로 응용한 기술로 다양한 방법으로 사용할 수 있습니다. 기체 어디에든 붙일 수 있는 화려한 장식품도 만들 수 있죠.,Dwuwymiarowy System Fotoniczny jest fascynującym wariantem zastosowania fotonicznej technologii Rokei i może być przydatny na różne sposoby. Zapewnia ponadto wspaniały efekt dekoracyjny przy oświetlaniu dowolnego statku.,Двусторонняя система генерации фотонов является занимательным вариантом фотонной технологии «Rokea» и имеет множество применений. А еще она позволяет красиво осветить любой летательный аппарат.,这套二维光子生成系统是火箭联合光子技术的一种奇特改版，具有多种用途。它们还能当作华丽的装饰，用来点亮任何机体。,O Sistema de Geração Fotônica Bidimensional é uma variação fascinante da tecnologia fotônica da Rokea e pode ser aplicado de diversas maneiras. Eles também ficam muito bonitos como decoração para iluminar qualquer nave.,火箭家聯合公司的二維光子生成系統，是根據光子技術的改版產品，可廣泛用於各種形式。它們還可以成為飛行器上亮麗的裝飾品。,The Two-Dimensional Photonic Generation System is a fascinating variation of Rokea’s Photonic technology and can be used in a variety of useful ways. They also make gorgeous decorations for lighting up any craft.,The Two-Dimensional Photonic Generation System is a fascinating variation of Rokea’s Photonic technology and can be used in a variety of useful ways. They also make gorgeous decorations for lighting up any craft.,The Two-Dimensional Photonic Generation System is a fascinating variation of Rokea’s Photonic technology and can be used in a variety of useful ways. They also make gorgeous decorations for lighting up any craft.,The Two-Dimensional Photonic Generation System is a fascinating variation of Rokea’s Photonic technology and can be used in a variety of useful ways. They also make gorgeous decorations for lighting up any craft.,,Localized
Parts/Description/rcs_0v_block_monoprop,Text,,"In cooperation with Reactions Systems limited, the R&D team at STEADLER Engineering Corps. assembled four Place-Anywhere 7 thrusters into a single container and introduced the RV-105 Thruster Block. This should make docking easier and result in fewer broken solar panels.","En coopération avec SysRéac SARL, l'équipe de R&D de Ingénierie STEADLER a assemblé quatre propulseurs Place-Partout 7 dans un seul conteneur pour créer le bloc de propulseurs RV-105. Cela devrait faciliter les manœuvres d'amarrage et limiter le nombre de panneaux solaires brisés.","In collaborazione con la Reaction Systems Limited, il reparto R&S della STEADLER ha assemblato quattro propulsori ""Place-Anywhere 7"" in un singolo contenitore, creando così il blocco di propulsori RV-105. L'attracco ora sarà più semplice e con meno pannelli solari rotti",In Zusammenarbeit mit Reactions Systems limited hat das F&E-Team von STEADLER Engineering Corps. vier Place-Anywhere-7-Steuerungsdüsen kombiniert und so den Steuerungsdüsenblock RV-105 geschaffen. Das sollte Andockmanöver erleichtern und so die Zahl beschädigter Solarmodule senken.,"El equipo de I+D de STEADLER Engineering Corps., en colaboración con Reaction Systems Ltd., montó cuatro propulsores Place-Anywhere 7 en un solo contenedor y presentó el Bloque de Propulsores RV-105. Con él, los acoplamientos serán más sencillos y acabarán con menos paneles solares rotos.",ステッドラー・エンジニアリングの研究開発チームは、リアクション・システムズとの協力のもと、プレイスエニウェア7スラスター4基を1個のコンテナに組み込んだRV-105スラスターブロックを発表しました。これにより、ドッキングがしやすくなり、ソーラーパネルの破損も少なくなるはずです。,"스테들러 엔지니어링 법인의 연구개발부는 리액션 시스템즈와의 협업을 통해 자율부착 7 스러스터 4대를 한 개의 컨테이너에 결합시켜 RV-105 스러스터 블록을 개발하였습니다. RV-105를 사용하게 된다면 더 쉽게 도킹을 진행할 수 있고, 태양전지 패널이 부서지는 일도 획기적으로 줄어들 것입니다.",Dział BR STEADLER Engineering Corps we współpracy z firmą Systemy Reakcyjne Itd. władował cztery silniki manewrowe Przypnij-Gdzie-Chcesz 7 do jednego pojemnika i wprowadził na rynek blok manewrowy RV-105. Powinno to ułatwić dokowanie i ograniczyć liczbę uszkodzonych paneli fotowoltaicznych.,"Конструкторский отдел «БАЛАНС Инжиниринг» заручился поддержкой ОАО «Реактивные Системы» и объединил четыре двигателя из линейки «Кудапопало-7» в блок двигателей RV-105. С ним стыковка станет проще, а солнечные панели будут ломаться реже.",STEADLER工程公司的研发团队与反应系统有限公司合作，将四个随便放7型推进器组装到单个容器中，从而推出了RV-105推进器组。这样一来，对接就更容易实现，而且还能减少太阳能板的损坏。,"Em parceria com a Sistemas de Reação LTDA., a equipe de P&D da Corporação de Engenharia STEADLER juntou quatro propulsores Coloque-Onde-Quiser 7 em um único produto e criou o Bloco Propulsor RV-105. Ele facilita o processo de acoplagem, resultando em menos painéis solares quebrados.",在與反應系統有限公司的合作中，施德萊工程公司的研發團隊將四個「無遠弗屆七代」推力器銜接至儲存槽，作為新推出的RV-105推力器模塊。這讓對接變得更容易，並降低太陽能板的故障率。,"In cooperation with Reactions Systems limited, the R&D team at STEADLER Engineering Corps. assembled four Place-Anywhere 7 thrusters into a single container and introduced the RV-105 Thruster Block. This should make docking easier and result in fewer broken solar panels.","In cooperation with Reactions Systems limited, the R&D team at STEADLER Engineering Corps. assembled four Place-Anywhere 7 thrusters into a single container and introduced the RV-105 Thruster Block. This should make docking easier and result in fewer broken solar panels.","In cooperation with Reactions Systems limited, the R&D team at STEADLER Engineering Corps. assembled four Place-Anywhere 7 thrusters into a single container and introduced the RV-105 Thruster Block. This should make docking easier and result in fewer broken solar panels.","In cooperation with Reactions Systems limited, the R&D team at STEADLER Engineering Corps. assembled four Place-Anywhere 7 thrusters into a single container and introduced the RV-105 Thruster Block. This should make docking easier and result in fewer broken solar panels.",,Localized
Parts/Description/rcs_0v_linear_monoprop,Text,,"Reaction Systems Ltd. likes to make the argument that the Place-Anywhere 7 was the very first rocket in existence. While other manufacturers might dispute this, it is still widely used to this day as an all-purpose thruster.","SysRéac SARL répète à qui veut bien l'entendre que le Place-Partout 7 était la toute première fusée du monde. Les autres constructeurs contestent vigoureusement cette version des faits, mais il n'empêche qu'elle est encore largement utilisée à ce jour en guise de propulseur multifonctions.","Alla Reaction Systems Ltd. piace sostenere che il ""Place-Anywhere 7"" sia stato il primo razzo mai costruito. Altri produttori potrebbero contestare quest'affermazione, ma resta comunque un propulsore multiuso largamente diffuso ancora oggi.","Reaction Systems Ltd. behauptet gerne, dass die Place-Anywhere 7 die allererste Rakete war. Andere Hersteller stellen diese Behauptung infrage – unstrittig ist allerdings, dass es sich um eine bis heute gerne verwendete Mehrzweck-Steuerungsdüse handelt.","A Reaction Systems Ltd. le gusta afirmar que el Place-Anywhere 7 fue el primer cohete del universo. Aunque otros fabricantes tienen una opinión diferente, hoy en día su uso sigue siendo muy extenso como propulsor polivalente.","リアクション・システムズは、""プレイスエニウェア7""が現存する最初のロケットであると主張するのが好きです。この点について他のメーカーは異議を唱えるでしょうが、""プレイスエニウェア7""は現在でも万能スラスターとして広く使われています。","리액션 시스템즈는 자율부착 7이 최초의 로켓 스러스터라고 주장하는 것을 좋아합니다. 타 제조사에서 이의를 제기할지도 모르지만, 오늘날까지도 이 다용도 스러스터는 널리 사용되고 있습니다.","Firma Systemy Reakcyjne Itd. lubi przypominać, że Przypnij-Gdzie-Chcesz 7 był pierwszą zbudowaną rakietą. Inni producenci mogą się z tym nie zgadzać, ale i tak do dziś używa się go powszechnie jako uniwersalnego silnika manewrowego.","ОАО «Реактивные Системы» любит утверждать, что «Кудапопало-7» является самой первой ракетой в истории. Другие производители готовы поспорить, но никто не отрицает, что этот многофункциональный двигатель остается популярным по сей день.",反应系统有限公司认定，随便放7型是现存的第一枚火箭。尽管其他制造商对此持质疑态度，但它至今确实仍被广泛用作通用推进器。,"A Sistemas de Reação LTDA. gosta de afirmar que o Coloque-Onde-Quiser 7 foi o primeiro foguete da história. Apesar de outras fabricantes discordarem disso, ele ainda é muito utilizado hoje em dia como um propulsor universal.",反應系統有限公司總認為「無遠弗屆七代」是現存歷史最悠久的火箭。雖然其他製造商也許有異議，但它直今仍普遍作為多功能的推力器。,"Reaction Systems Ltd. likes to make the argument that the Place-Anywhere 7 was the very first rocket in existence. While other manufacturers might dispute this, it is still widely used to this day as an all-purpose thruster.","Reaction Systems Ltd. likes to make the argument that the Place-Anywhere 7 was the very first rocket in existence. While other manufacturers might dispute this, it is still widely used to this day as an all-purpose thruster.","Reaction Systems Ltd. likes to make the argument that the Place-Anywhere 7 was the very first rocket in existence. While other manufacturers might dispute this, it is still widely used to this day as an all-purpose thruster.","Reaction Systems Ltd. likes to make the argument that the Place-Anywhere 7 was the very first rocket in existence. While other manufacturers might dispute this, it is still widely used to this day as an all-purpose thruster.",,Localized
Parts/Description/stabilizer_0v_flybywire_aircraft,Text,,"After scientist Bob Kerman’s first and last flying lesson, a colleague from C7 reached out with an idea he had been working on: the CH-J3. This ingenious Fly-By-Wire Aircraft Stabilizer fits onto any craft and can assist even the clumsiest kerbal into becoming a capable pilot.","Suite à la première (et dernière) leçon de vol de Bob Kerman, un de ses collègues chez C7 a émis une idée sur laquelle il travaillait dans son temps libre : le CH-J3. Cet ingénieux stabilisateur d'appareil câblé se fixe sur n'importe quel appareil et peut aider même le Kerbal le plus maladroit à devenir un pilote acceptable.","Dopo la prima e ultima lezione di volo dello scienziato Bob Kerman, un collega della C7 propose un'idea a cui stava lavorando: il CH-J3. Questo ingegnoso Stabilizzatore per velivoli a pilotaggio assistito può essere montato su qualsiasi veicolo e aiutare anche il kerbal più imbranato.","Nach der ersten und zugleich letzten Flugstunde des Wissenschaftlers Bob Kerman meldete sich einer seiner Kollegen von C7 mit einer Idee, an der er schon eine Weile gearbeitet hatte: dem CH-J3. Dieser geniale Fly-By-Wire-Flugzeugstabilisator lässt sich an jedem Fahrzeug montieren und sorgt dafür, dass selbst der ungeschickteste Kerbal einen anständigen Piloten abgibt.","Al terminar el científico Bob Kerman su primera —y última— clase de vuelo, un compañero de C7 planteó una idea que él había estado elaborando: el CH-J3. Este ingenioso estabilizador aéreo de pilotaje por cable es compatible con cualquier nave y es capaz de ayudar al kerbal más patán a convertirse en un piloto competente.",科学者ボブ・カーマンが最初で最後の飛行訓練を受けたあと、C7の同僚から、彼がその時取り組んでいたアイデア、CH-J3についての連絡が入りました。この独創的なFBW（フライバイワイヤ）航空機スタビライザーは、どんな機体にも取り付けられ、最も不器用なカーバルでも有能なパイロットになれるよう支援してくれます。,"과학자인 밥 케르맨의 첫 번째이자 마지막 비행 수업 이후, C7의 한 동료는 그가 이제껏 연구해온 아이디어인 CH-J3를 실행에 옮기기로 하였습니다. 이 기발한 플라이 바이 와이어 기반 스테빌라이저는 어떤 비행기 기종에도 장착 가능하며, 초보 조종사도 에이스 파일럿으로 만들어 줄 수 있습니다.","Po pierwszej, a zarazem ostatniej lekcji latania naukowca Boba Kermana jego kolega z C7 zgłosił się do nas z pewnym pomysłem: CH-J3. Ten genialny elektroniczny stabilizator statków powietrznych pasuje do dowolnego pojazdu latającego i uczyni zdolnym pilotem nawet największą powietrzną nogę.","После первого и последнего полета ученого Боба Кермана его коллега из С7 поделился с ним своей идеей блока CH-J3. Этот гениальный стабилизатор с удаленным управлением можно поместить в любой летательный аппарат, чтобы сделать летчика-аса даже из самого неуклюжего кербала.",在科学家Bob Kerman上完第一堂也是最后一堂飞行课之后，C7的一位同事实现了他一直在研究的想法：CH-J3。这个巧妙的遥控航天器稳定器适用于任何机体，甚至能帮助最笨拙的坎巴拉人成为独当一面的飞行员。,"Depois da primeira e última aula de voo do cientista Bob Kerman, um colega da C7 apresentou uma ideia que tem trabalhado: o CH-J3. Este estabilizador de aeronaves ""Fly-By-Wire"" se encaixa em qualquer nave e pode ajudar até mesmo o Kerbal mais desajeitado do mundo a se tornar um piloto incrível.",在科學家鮑勃·科曼的第一堂、也是最後一堂飛行課後，C7某位同事向他提出一個進行中的構想：CH-J3。這款絕妙的線控航空器安定面適合任何飛行器，甚至可以幫助最笨的坎巴拉人成為一名幹練的飛行員。,"After scientist Bob Kerman’s first and last flying lesson, a colleague from C7 reached out with an idea he had been working on: the CH-J3. This ingenious Fly-By-Wire Aircraft Stabilizer fits onto any craft and can assist even the clumsiest kerbal into becoming a capable pilot.","After scientist Bob Kerman’s first and last flying lesson, a colleague from C7 reached out with an idea he had been working on: the CH-J3. This ingenious Fly-By-Wire Aircraft Stabilizer fits onto any craft and can assist even the clumsiest kerbal into becoming a capable pilot.","After scientist Bob Kerman’s first and last flying lesson, a colleague from C7 reached out with an idea he had been working on: the CH-J3. This ingenious Fly-By-Wire Aircraft Stabilizer fits onto any craft and can assist even the clumsiest kerbal into becoming a capable pilot.","After scientist Bob Kerman’s first and last flying lesson, a colleague from C7 reached out with an idea he had been working on: the CH-J3. This ingenious Fly-By-Wire Aircraft Stabilizer fits onto any craft and can assist even the clumsiest kerbal into becoming a capable pilot.",,Localized
Parts/Description/truss_2v_circular_1x4,Text,,"The CT-M-4 is a medium circular truss measuring 10 meters in length. It is very useful for all sorts of spacecraft design. Toes be warned, they tend to roll around on the ground.","La CT-M-4 est une structure de maintien circulaire de taille moyenne mesurant 10 mètres de long, très répandue dans la construction de vaisseau. Attention à vos doigts de pied, elle a une fâcheuse tendance à rouler partout sur le sol.","La CT-M-4 è una travatura circolare media, lunga 10 metri. È molto utile per qualsiasi progetto di costruzione veicoli. Hanno la brutta abitudine di rotolare in giro, perciò occhio ai piedi.","Die CT-M-4 ist eine mittlere runde Traverse mit 10 Metern Länge und für alle Arten des Raumfahrzeug-Designs geeignet. Aber Vorsicht mit den Zehen, das Teil rollt gerne auf dem Boden umher.",El CT-M-4 es un armazón circular mediano de 10 metros de longitud. Va de perlas con cualquier diseño de nave espacial. Cuidado con los dedos; suelen rodar por el suelo.,CT-M-4は、長さ10mの中型円形トラスです。どんな種類の宇宙船の設計でも役立ちます。地面で転がりやすいので、つま先に注意が必要です。,CT-M-4은 10m 길이의 중형 원형 트러스입니다. 어떠한 우주선 제작에도 잘 어울리는 부품이죠. 하지만 땅에 놓을 때 주의하세요. 제대로 고정하지 않는다면 여기저기 굴러다니기 쉽습니다.,"CT-M-4 jest średnią kratownicą kolistą mierzącą 10 metrów długości. Bardzo przydatna przy budowie wszelkiego rodzaju statków kosmicznych. Uwaga na palce, lubi się turlać wte i wewte po ziemi.","CT-M-4 — средняя круговая ферма длиной 10 м, подходящая для самых разных космических кораблей. Но берегите пальцы ног — эти фермы частенько могут кататься из стороны в сторону.",CT-M-4是一款长度为10米的中型圆桁架，对各种航天器设计都用处很大。要小心脚趾哦，它很容易在地上滚起来的。,"A CT-M-4 é uma treliça circular média que mede 10 metros de comprimento. Ela é bem útil para todos os tipos de designs de espaçonaves. Cuidado com os dedos, elas tendem a sair girando pelo chão.",CT-M-4是一種中型的圓形桁架，長度為10公尺。它適用於各種太空船設計。注意腳趾，它們老是在地上滾來滾去。,"The CT-M-4 is a medium circular truss measuring 10 meters in length. It is very useful for all sorts of spacecraft design. Toes be warned, they tend to roll around on the ground.","The CT-M-4 is a medium circular truss measuring 10 meters in length. It is very useful for all sorts of spacecraft design. Toes be warned, they tend to roll around on the ground.","The CT-M-4 is a medium circular truss measuring 10 meters in length. It is very useful for all sorts of spacecraft design. Toes be warned, they tend to roll around on the ground.","The CT-M-4 is a medium circular truss measuring 10 meters in length. It is very useful for all sorts of spacecraft design. Toes be warned, they tend to roll around on the ground.",,Localized
Parts/Subtitle/adapter_1v_bullet_methalox_0v-1v,Text,,Small to Tiny Adapter,Adaptateur petit à minuscule,Adattatore da S a XS,Klein-auf-Winzig-Adapter,Adaptador pequeño a diminuto,小型 - 微小変換アダプター,소형-초소형 어댑터,Przejściówka mały-maleńki,Адаптер «маленький – крошечный»,小对微转接器,Adaptador Pequeno para Minúsculo,小型到超小型適配器,Small to Tiny Adapter,Small to Tiny Adapter,Small to Tiny Adapter,Small to Tiny Adapter,,Localized
Parts/Subtitle/adapter_1v_conical_0v-1v,Text,,Tiny to Small Adapter,Adaptateur minuscule à petit,Adattatore da XS a S,Winzig-auf-Klein-Adapter,Adaptador diminuto a pequeño,微小 - 小型変換アダプター,초소형-소형 어댑터,Przejściówka maleńki-mały,Адаптер «крошечный – маленький»,微对小转接器,Adaptador Minúsculo para Pequeno,超小型到小型適配器,Tiny to Small Adapter,Tiny to Small Adapter,Tiny to Small Adapter,Tiny to Small Adapter,,Localized
Parts/Subtitle/adapter_1v_flat_0v-1v,Text,,Tiny to Small Adapter,Adaptateur minuscule à petit,Adattatore da XS a S,Winzig-auf-Klein-Adapter,Adaptador diminuto a pequeño,微小 - 小型変換アダプター,초소형-소형 어댑터,Przejściówka maleńki-mały,Адаптер «крошечный – маленький»,微对小转接器,Adaptador Minúsculo para Pequeno,超小型到小型適配器,Tiny to Small Adapter,Tiny to Small Adapter,Tiny to Small Adapter,Tiny to Small Adapter,,Localized
Parts/Subtitle/adapter_2v_2point_1v-2v,Text,,Small to Medium Bi-Adapter,Bi-adaptateur petit à moyen,Adattatore doppio da S a M,Klein-auf-Mittel-Zweifach-Adapter,Adaptador doble pequeño a mediano,小型 - 中型バイアダプター,소형-중형 바이 어댑터,Przejściówka podwójna mały-średni,Двойной адаптер «маленький — средний»,小对中双向转接器,Bi-Adaptador Pequeno para Médio,小型到中型雙接適配器,Small to Medium Bi-Adapter,Small to Medium Bi-Adapter,Small to Medium Bi-Adapter,Small to Medium Bi-Adapter,,Localized
Parts/Subtitle/adapter_2v_3point_1v-2v,Text,,Small to Medium Tri-Adapter,Tri-adaptateur petit à moyen,Adattatore triplo da S a M,Klein-auf-Mittel-Dreifach-Adapter,Adaptador triple pequeño a mediano,小型 - 中型トライアダプター,소형-중형 트리 어댑터,Przejściówka potrójna mały-średni,Тройной адаптер «маленький — средний»,小对中三向转接器,Tri-Adaptador Pequeno para Médio,小型到中型三接適配器,Small to Medium Tri-Adapter,Small to Medium Tri-Adapter,Small to Medium Tri-Adapter,Small to Medium Tri-Adapter,,Localized
Parts/Subtitle/adapter_2v_4point_1v-2v,Text,,Small to Medium Quad-Adapter,Quadri-adaptateur petit à moyen,Adattatore quadruplo da S a M,Klein-auf-Mittel-Vierfach-Adapter,Adaptador cuádruple pequeño a mediano,小型 - 中型クアッドアダプター,소형-중형 쿼드 어댑터,Przejściówka poczwórna mały-średni,Четверной адаптер «маленький — средний»,小对中四向转接器,Quad-Adaptador Pequeno para Médio,小型到中型四接適配器,Small to Medium Quad-Adapter,Small to Medium Quad-Adapter,Small to Medium Quad-Adapter,Small to Medium Quad-Adapter,,Localized
Parts/Subtitle/adapter_2v_conical_1v-2v,Text,,Small to Medium Adapter,Adaptateur petit à grand,Adattatore da S a M,Klein-auf-Groß-Adapter,Adaptador pequeño a grande,小型 - 大型変換アダプター,소형-대형 어댑터,Przejściówka mały-duży,Адаптер «маленький – большой»,小对大转接器,Adaptador Pequeno para Grande,小型到大型適配器,Small to Medium Adapter,Small to Medium Adapter,Small to Medium Adapter,Small to Medium Adapter,,Localized
Parts/Subtitle/adapter_2v_conical_methalox_1v-2v,Text,,Small to Medium Methalox Fueled Adaptor,Adaptateur alimenté à méthalox petit à moyen,Adattatore a methalox da S a M,Klein-auf-Mittel-Adapter (mit Methalox aufgetankt),Adaptador de combustible de metalox pequeño a mediano,小型 - 中型メタロックス燃料アダプター,소형-중형 메탈록스 연료 어댑터,Przejściówka mały-średni ze zbiornikiem metaloksu,Адаптер с металоксом «маленький – средний»,小对中甲氧基燃料转接器,Adaptador Abastecido com Metalox Pequeno para Médio,小型到中型甲氧基燃料適配器,Small to Medium Methalox Fueled Adaptor,Small to Medium Methalox Fueled Adaptor,Small to Medium Methalox Fueled Adaptor,Small to Medium Methalox Fueled Adaptor,,Localized
Parts/Subtitle/adapter_2v_flat_1v-2v,Text,,Small to Medium Adapter Plate,Plaque d'adaptateur petit à moyen,Piastra adattatore da S a M,Klein-auf-Mittel-Adapterplatte,Placa adaptadora pequeño a mediano,小型 - 中型変換アダプタープレート,소형-중형 어댑터 패널,Przejściówka płytowa mały-średni,Пластина-адаптер «маленький — средний»,小对中转接板,Placa do Adaptador Pequeno para Médio,小型到中型適配板,Small to Medium Adapter Plate,Small to Medium Adapter Plate,Small to Medium Adapter Plate,Small to Medium Adapter Plate,,Localized
Parts/Subtitle/adapter_2v_m2_1x1_methalox_1v-m2,Text,,Mk2 to Small Methalox Fueled Adapter,Adaptateur alimenté à méthalox Mk2 à petit,Adattatore a methalox da Mk2 a S,Mk2-auf-Klein-Adapter (mit Methalox aufgetankt),Adaptador de combustible de metalox Mk2 a pequeño,Mk2 - 小型メタロックス燃料アダプター,Mk2-소형 메탈록스 연료 어댑터,Przejściówka Mk2-mały ze zbiornikiem metaloksu,Адаптер с металоксом «Mk2 – маленький»,Mk2对小甲氧基燃料转接器,Adaptador Abastecido com Metalox Mk2 para Pequeno,Mk2型到小型甲氧基燃料適配器,Mk2 to Small Methalox Fueled Adapter,Mk2 to Small Methalox Fueled Adapter,Mk2 to Small Methalox Fueled Adapter,Mk2 to Small Methalox Fueled Adapter,,Localized
Parts/Subtitle/adapter_2v_m2_1x2_methalox_1v-m2,Text,,Mk2 to Small Methalox Fueled Adapter,Adaptateur alimenté à méthalox Mk2 à petit,Adattatore a methalox da Mk2 a S,Mk2-auf-Klein-Adapter (mit Methalox aufgetankt),Adaptador de combustible de metalox Mk2 a pequeño,Mk2 - 小型メタロックス燃料アダプター,Mk2-소형 메탈록스 연료 어댑터,Przejściówka Mk2-mały ze zbiornikiem metaloksu,Адаптер с металоксом «Mk2 – маленький»,Mk2对小甲氧基燃料转接器,Adaptador Abastecido com Metalox Mk2 para Pequeno,Mk2型到小型甲氧基燃料適配器,Mk2 to Small Methalox Fueled Adapter,Mk2 to Small Methalox Fueled Adapter,Mk2 to Small Methalox Fueled Adapter,Mk2 to Small Methalox Fueled Adapter,,Localized
Parts/Subtitle/adapter_2v_m2_2point_methalox_1v-m2,Text,,Mk2 to Small Methalox Fueled Bicoupler,Bicoupleur alimenté à méthalox Mk2 à petit,Adattatore doppio a methalox da Mk2 a S,Mk2-auf-Klein-Doppelkoppler (mit Methalox aufgetankt),Biacoplador de combustible de metalox Mk2 a pequeño,Mk2 - 小型メタロックス燃料バイカプラー,Mk2-소형 메탈록스 연료 바이커플러,Podwójny łącznik Mk2-mały ze zbiornikiem metaloksu,Двойной адаптер с металоксом «Mk2 — маленький»,Mk2对小甲氧基燃料双连接器,Biacoplador Abastecido com Metalox Mk2 para Pequeno,Mk2型到小型甲氧基燃料雙耦合器,Mk2 to Small Methalox Fueled Bicoupler,Mk2 to Small Methalox Fueled Bicoupler,Mk2 to Small Methalox Fueled Bicoupler,Mk2 to Small Methalox Fueled Bicoupler,,Localized
Parts/Subtitle/adapter_2v_m2_methalox_2v-m2,Text,,Mk2 to Medium Methalox Fueled Adapter,Adaptateur alimenté à méthalox Mk2 à moyen,Adattatore a methalox da Mk2 a M,Mk2-auf-Mittel-Adapter (mit Methalox aufgetankt),Adaptador de combustible de metalox Mk2 a mediano,Mk2 - 中型メタロックス燃料アダプター,Mk2-중형 메탈록스 연료 어댑터,Przejściówka Mk2-średni ze zbiornikiem metaloksu,Адаптер с металоксом «Mk2 – средний»,Mk2对中甲氧基燃料转接器,Adaptador Abastecido com Metalox Mk2 para Médio,Mk2型到中型甲氧基燃料適配器,Mk2 to Medium Methalox Fueled Adapter,Mk2 to Medium Methalox Fueled Adapter,Mk2 to Medium Methalox Fueled Adapter,Mk2 to Medium Methalox Fueled Adapter,,Localized
Parts/Subtitle/adapter_2v_rightcone_methalox_1v-2v,Text,,Medium to Small Slanted Adapter,Adaptateur oblique moyen à petit,Adattatore inclinato da M a S,Mittel-auf-Klein-Adapter (schräg),Adaptador inclinado mediano a pequeño,中型 - 小型スラントアダプター,중형-소형 경사형 어댑터,Przejściówka ukośna średni-mały,Скошенный адаптер «средний – маленький»,中对小斜向转接器,Adaptador Inclinado Médio para Pequeno,中型到小型傾斜式適配器,Medium to Small Slanted Adapter,Medium to Small Slanted Adapter,Medium to Small Slanted Adapter,Medium to Small Slanted Adapter,,Localized
Parts/Subtitle/adapter_3v_conical_2v-3v,Text,,Medium to Large Conical Adapter,Adaptateur conique moyen à grand,Adattatore conico da M a L,Mittel-auf-Groß-Adapter (konisch),Adaptador cónico mediano a grande,中型 - 大型円錐形アダプター,중형-대형 원뿔형 어댑터,Przejściówka poczwórna średni-duży,Конический адаптер «средний – большой»,中对大锥形转接器,Adaptador Cônico Pequeno para Médio,中型到大型錐形適配器,Medium to Large Conical Adapter,Medium to Large Conical Adapter,Medium to Large Conical Adapter,Medium to Large Conical Adapter,,Localized
Parts/Subtitle/adapter_3v_m3_conical_methalox_2v-m3,Text,,Mk3 to Medium Methalox Fueled Adapter,Adaptateur alimenté à méthalox Mk3 à moyen,Adattatore a methalox da Mk3 a M,Mk3-auf-Mittel-Adapter (mit Methalox aufgetankt),Adaptador de combustible de metalox Mk3 a mediano,Mk3 - 中型メタロックス燃料アダプター,Mk3-중형 메탈록스 연료 어댑터,Przejściówka Mk3-średni ze zbiornikiem metaloksu,Адаптер с металоксом «Mk3 – средний»,Mk3对中甲氧基燃料转接器,Adaptador Abastecido com Metalox Mk3 para Médio,Mk3型到中型甲氧基燃料適配器,Mk3 to Medium Methalox Fueled Adapter,Mk3 to Medium Methalox Fueled Adapter,Mk3 to Medium Methalox Fueled Adapter,Mk3 to Medium Methalox Fueled Adapter,,Localized
Parts/Subtitle/adapter_3v_m3_methalox_3v-m3,Text,,Mk3 to Large Methalox Fueled Adapter,Adaptateur alimenté à méthalox Mk3 à grand,Adattatore a methalox da Mk3 a L,Mk3-auf-Groß-Adapter (mit Methalox aufgetankt),Adaptador de combustible de metalox Mk3 a grande,Mk3 - 大型メタロックス燃料アダプター,Mk3-대형 메탈록스 연료 어댑터,Przejściówka Mk3-duży ze zbiornikiem metaloksu,Адаптер с металоксом «Mk3 – большой»,Mk3对大甲氧基燃料转接器,Adaptador Abastecido com Metalox Mk3 para Grande,Mk3型到大型甲氧基燃料適配器,Mk3 to Large Methalox Fueled Adapter,Mk3 to Large Methalox Fueled Adapter,Mk3 to Large Methalox Fueled Adapter,Mk3 to Large Methalox Fueled Adapter,,Localized
